t,plant,axis,phytomer,organ,element,green_area
612.0,1.0,MS,3,Lamina,exposed,0.00169402166667
612.0,1.0,MS,3,Sheath,exposed,0.0003232
612.0,1.0,MS,4,Peduncle,exposed,0.000810959
612.0,1.0,MS,4,Peduncle,enclosed,0.00159
612.0,1.0,MS,5,Chaff,exposed,0.00026496
613.0,1.0,MS,1,Internode,exposed,0.000351666666667
613.0,1.0,MS,1,Internode,enclosed,0.001129
613.0,1.0,MS,1,Lamina,exposed,0.00346
613.0,1.0,MS,1,Sheath,exposed,0.0006
613.0,1.0,MS,2,Internode,enclosed,0.0004
613.0,1.0,MS,2,Lamina,exposed,0.0034
613.0,1.0,MS,2,Sheath,exposed,0.0005
613.0,1.0,MS,3,Internode,enclosed,0.00025
613.0,1.0,MS,3,Lamina,exposed,0.00169025333333
613.0,1.0,MS,3,Sheath,exposed,0.0003232
613.0,1.0,MS,4,Peduncle,exposed,0.000810959
613.0,1.0,MS,4,Peduncle,enclosed,0.00159
613.0,1.0,MS,5,Chaff,exposed,0.000264231
614.0,1.0,MS,1,Internode,exposed,0.000351
614.0,1.0,MS,1,Internode,enclosed,0.001129
614.0,1.0,MS,1,Lamina,exposed,0.00346
614.0,1.0,MS,1,Sheath,exposed,0.0006
614.0,1.0,MS,2,Internode,enclosed,0.0004
614.0,1.0,MS,2,Lamina,exposed,0.0034
614.0,1.0,MS,2,Sheath,exposed,0.0005
614.0,1.0,MS,3,Internode,enclosed,0.00025
614.0,1.0,MS,3,Lamina,exposed,0.001686485
614.0,1.0,MS,3,Sheath,exposed,0.0003232
614.0,1.0,MS,4,Peduncle,exposed,0.000810959
614.0,1.0,MS,4,Peduncle,enclosed,0.00159
614.0,1.0,MS,5,Chaff,exposed,0.000263502
615.0,1.0,MS,1,Internode,exposed,0.000350333333333
615.0,1.0,MS,1,Internode,enclosed,0.001129
615.0,1.0,MS,1,Lamina,exposed,0.00346
615.0,1.0,MS,1,Sheath,exposed,0.0006
615.0,1.0,MS,2,Internode,enclosed,0.0004
615.0,1.0,MS,2,Lamina,exposed,0.0034
615.0,1.0,MS,2,Sheath,exposed,0.0005
615.0,1.0,MS,3,Internode,enclosed,0.00025
615.0,1.0,MS,3,Lamina,exposed,0.00168271666667
615.0,1.0,MS,3,Sheath,exposed,0.0003232
615.0,1.0,MS,4,Peduncle,exposed,0.000810959
615.0,1.0,MS,4,Peduncle,enclosed,0.00159
615.0,1.0,MS,5,Chaff,exposed,0.000262773
616.0,1.0,MS,1,Internode,exposed,0.000349666666667
616.0,1.0,MS,1,Internode,enclosed,0.001129
616.0,1.0,MS,1,Lamina,exposed,0.00346
616.0,1.0,MS,1,Sheath,exposed,0.0006
616.0,1.0,MS,2,Internode,enclosed,0.0004
616.0,1.0,MS,2,Lamina,exposed,0.0034
616.0,1.0,MS,2,Sheath,exposed,0.0005
616.0,1.0,MS,3,Internode,enclosed,0.00025
616.0,1.0,MS,3,Lamina,exposed,0.00167894833333
616.0,1.0,MS,3,Sheath,exposed,0.0003232
616.0,1.0,MS,4,Peduncle,exposed,0.000810959
616.0,1.0,MS,4,Peduncle,enclosed,0.00159
616.0,1.0,MS,5,Chaff,exposed,0.000262044
617.0,1.0,MS,1,Internode,exposed,0.000349
617.0,1.0,MS,1,Internode,enclosed,0.001129
617.0,1.0,MS,1,Lamina,exposed,0.00346
617.0,1.0,MS,1,Sheath,exposed,0.0006
617.0,1.0,MS,2,Internode,enclosed,0.0004
617.0,1.0,MS,2,Lamina,exposed,0.0034
617.0,1.0,MS,2,Sheath,exposed,0.0005
617.0,1.0,MS,3,Internode,enclosed,0.00025
617.0,1.0,MS,3,Lamina,exposed,0.00167518
617.0,1.0,MS,3,Sheath,exposed,0.0003232
617.0,1.0,MS,4,Peduncle,exposed,0.000810959
617.0,1.0,MS,4,Peduncle,enclosed,0.00159
617.0,1.0,MS,5,Chaff,exposed,0.000261315
618.0,1.0,MS,1,Internode,exposed,0.000348428571429
618.0,1.0,MS,1,Internode,enclosed,0.001129
618.0,1.0,MS,1,Lamina,exposed,0.00346
618.0,1.0,MS,1,Sheath,exposed,0.0006
618.0,1.0,MS,2,Internode,enclosed,0.0004
618.0,1.0,MS,2,Lamina,exposed,0.0034
618.0,1.0,MS,2,Sheath,exposed,0.0005
618.0,1.0,MS,3,Internode,enclosed,0.00025
618.0,1.0,MS,3,Lamina,exposed,0.00167142
618.0,1.0,MS,3,Sheath,exposed,0.0003232
618.0,1.0,MS,4,Peduncle,exposed,0.000810959
618.0,1.0,MS,4,Peduncle,enclosed,0.00159
618.0,1.0,MS,5,Chaff,exposed,0.000260621285714
619.0,1.0,MS,1,Internode,exposed,0.000347857142857
619.0,1.0,MS,1,Internode,enclosed,0.001129
619.0,1.0,MS,1,Lamina,exposed,0.00346
619.0,1.0,MS,1,Sheath,exposed,0.0006
619.0,1.0,MS,2,Internode,enclosed,0.0004
619.0,1.0,MS,2,Lamina,exposed,0.0034
619.0,1.0,MS,2,Sheath,exposed,0.0005
619.0,1.0,MS,3,Internode,enclosed,0.00025
619.0,1.0,MS,3,Lamina,exposed,0.00166766
619.0,1.0,MS,3,Sheath,exposed,0.0003232
619.0,1.0,MS,4,Peduncle,exposed,0.000810959
619.0,1.0,MS,4,Peduncle,enclosed,0.00159
619.0,1.0,MS,5,Chaff,exposed,0.000259927571429
620.0,1.0,MS,1,Internode,exposed,0.000347285714286
620.0,1.0,MS,1,Internode,enclosed,0.001129
620.0,1.0,MS,1,Lamina,exposed,0.00346
620.0,1.0,MS,1,Sheath,exposed,0.0006
620.0,1.0,MS,2,Internode,enclosed,0.0004
620.0,1.0,MS,2,Lamina,exposed,0.0034
620.0,1.0,MS,2,Sheath,exposed,0.0005
620.0,1.0,MS,3,Internode,enclosed,0.00025
620.0,1.0,MS,3,Lamina,exposed,0.0016639
620.0,1.0,MS,3,Sheath,exposed,0.0003232
620.0,1.0,MS,4,Peduncle,exposed,0.000810959
620.0,1.0,MS,4,Peduncle,enclosed,0.00159
620.0,1.0,MS,5,Chaff,exposed,0.000259233857143
621.0,1.0,MS,1,Internode,exposed,0.000346714285714
621.0,1.0,MS,1,Internode,enclosed,0.001129
621.0,1.0,MS,1,Lamina,exposed,0.00346
621.0,1.0,MS,1,Sheath,exposed,0.0006
621.0,1.0,MS,2,Internode,enclosed,0.0004
621.0,1.0,MS,2,Lamina,exposed,0.0034
621.0,1.0,MS,2,Sheath,exposed,0.0005
621.0,1.0,MS,3,Internode,enclosed,0.00025
621.0,1.0,MS,3,Lamina,exposed,0.00166014
621.0,1.0,MS,3,Sheath,exposed,0.0003232
621.0,1.0,MS,4,Peduncle,exposed,0.000810959
621.0,1.0,MS,4,Peduncle,enclosed,0.00159
621.0,1.0,MS,5,Chaff,exposed,0.000258540142857
622.0,1.0,MS,1,Internode,exposed,0.000346142857143
622.0,1.0,MS,1,Internode,enclosed,0.001129
622.0,1.0,MS,1,Lamina,exposed,0.00346
622.0,1.0,MS,1,Sheath,exposed,0.0006
622.0,1.0,MS,2,Internode,enclosed,0.0004
622.0,1.0,MS,2,Lamina,exposed,0.0034
622.0,1.0,MS,2,Sheath,exposed,0.0005
622.0,1.0,MS,3,Internode,enclosed,0.00025
622.0,1.0,MS,3,Lamina,exposed,0.00165638
622.0,1.0,MS,3,Sheath,exposed,0.0003232
622.0,1.0,MS,4,Peduncle,exposed,0.000810959
622.0,1.0,MS,4,Peduncle,enclosed,0.00159
622.0,1.0,MS,5,Chaff,exposed,0.000257846428571
623.0,1.0,MS,1,Internode,exposed,0.000345571428571
623.0,1.0,MS,1,Internode,enclosed,0.001129
623.0,1.0,MS,1,Lamina,exposed,0.00346
623.0,1.0,MS,1,Sheath,exposed,0.0006
623.0,1.0,MS,2,Internode,enclosed,0.0004
623.0,1.0,MS,2,Lamina,exposed,0.0034
623.0,1.0,MS,2,Sheath,exposed,0.0005
623.0,1.0,MS,3,Internode,enclosed,0.00025
623.0,1.0,MS,3,Lamina,exposed,0.00165262
623.0,1.0,MS,3,Sheath,exposed,0.0003232
623.0,1.0,MS,4,Peduncle,exposed,0.000810959
623.0,1.0,MS,4,Peduncle,enclosed,0.00159
623.0,1.0,MS,5,Chaff,exposed,0.000257152714286
624.0,1.0,MS,1,Internode,exposed,0.000345
624.0,1.0,MS,1,Internode,enclosed,0.001129
624.0,1.0,MS,1,Lamina,exposed,0.00346
624.0,1.0,MS,1,Sheath,exposed,0.0006
624.0,1.0,MS,2,Internode,enclosed,0.0004
624.0,1.0,MS,2,Lamina,exposed,0.0034
624.0,1.0,MS,2,Sheath,exposed,0.0005
624.0,1.0,MS,3,Internode,enclosed,0.00025
624.0,1.0,MS,3,Lamina,exposed,0.00164886
624.0,1.0,MS,3,Sheath,exposed,0.0003232
624.0,1.0,MS,4,Peduncle,exposed,0.000810959
624.0,1.0,MS,4,Peduncle,enclosed,0.00159
624.0,1.0,MS,5,Chaff,exposed,0.000256459
625.0,1.0,MS,1,Internode,exposed,0.000344285714286
625.0,1.0,MS,1,Internode,enclosed,0.001129
625.0,1.0,MS,1,Lamina,exposed,0.00346
625.0,1.0,MS,1,Sheath,exposed,0.0006
625.0,1.0,MS,2,Internode,enclosed,0.0004
625.0,1.0,MS,2,Lamina,exposed,0.0034
625.0,1.0,MS,2,Sheath,exposed,0.0005
625.0,1.0,MS,3,Internode,enclosed,0.00025
625.0,1.0,MS,3,Lamina,exposed,0.00164504428571
625.0,1.0,MS,3,Sheath,exposed,0.0003232
625.0,1.0,MS,4,Peduncle,exposed,0.000810959
625.0,1.0,MS,4,Peduncle,enclosed,0.00159
625.0,1.0,MS,5,Chaff,exposed,0.000255773285714
626.0,1.0,MS,1,Internode,exposed,0.000343571428571
626.0,1.0,MS,1,Internode,enclosed,0.001129
626.0,1.0,MS,1,Lamina,exposed,0.00346
626.0,1.0,MS,1,Sheath,exposed,0.0006
626.0,1.0,MS,2,Internode,enclosed,0.0004
626.0,1.0,MS,2,Lamina,exposed,0.0034
626.0,1.0,MS,2,Sheath,exposed,0.0005
626.0,1.0,MS,3,Internode,enclosed,0.00025
626.0,1.0,MS,3,Lamina,exposed,0.00164122857143
626.0,1.0,MS,3,Sheath,exposed,0.0003232
626.0,1.0,MS,4,Peduncle,exposed,0.000810959
626.0,1.0,MS,4,Peduncle,enclosed,0.00159
626.0,1.0,MS,5,Chaff,exposed,0.000255087571429
627.0,1.0,MS,1,Internode,exposed,0.000342857142857
627.0,1.0,MS,1,Internode,enclosed,0.001129
627.0,1.0,MS,1,Lamina,exposed,0.00346
627.0,1.0,MS,1,Sheath,exposed,0.0006
627.0,1.0,MS,2,Internode,enclosed,0.0004
627.0,1.0,MS,2,Lamina,exposed,0.0034
627.0,1.0,MS,2,Sheath,exposed,0.0005
627.0,1.0,MS,3,Internode,enclosed,0.00025
627.0,1.0,MS,3,Lamina,exposed,0.00163741285714
627.0,1.0,MS,3,Sheath,exposed,0.0003232
627.0,1.0,MS,4,Peduncle,exposed,0.000810959
627.0,1.0,MS,4,Peduncle,enclosed,0.00159
627.0,1.0,MS,5,Chaff,exposed,0.000254401857143
628.0,1.0,MS,1,Internode,exposed,0.000342142857143
628.0,1.0,MS,1,Internode,enclosed,0.001129
628.0,1.0,MS,1,Lamina,exposed,0.00346
628.0,1.0,MS,1,Sheath,exposed,0.0006
628.0,1.0,MS,2,Internode,enclosed,0.0004
628.0,1.0,MS,2,Lamina,exposed,0.0034
628.0,1.0,MS,2,Sheath,exposed,0.0005
628.0,1.0,MS,3,Internode,enclosed,0.00025
628.0,1.0,MS,3,Lamina,exposed,0.00163359714286
628.0,1.0,MS,3,Sheath,exposed,0.0003232
628.0,1.0,MS,4,Peduncle,exposed,0.000810959
628.0,1.0,MS,4,Peduncle,enclosed,0.00159
628.0,1.0,MS,5,Chaff,exposed,0.000253716142857
629.0,1.0,MS,1,Internode,exposed,0.000341428571429
629.0,1.0,MS,1,Internode,enclosed,0.001129
629.0,1.0,MS,1,Lamina,exposed,0.00346
629.0,1.0,MS,1,Sheath,exposed,0.0006
629.0,1.0,MS,2,Internode,enclosed,0.0004
629.0,1.0,MS,2,Lamina,exposed,0.0034
629.0,1.0,MS,2,Sheath,exposed,0.0005
629.0,1.0,MS,3,Internode,enclosed,0.00025
629.0,1.0,MS,3,Lamina,exposed,0.00162978142857
629.0,1.0,MS,3,Sheath,exposed,0.0003232
629.0,1.0,MS,4,Peduncle,exposed,0.000810959
629.0,1.0,MS,4,Peduncle,enclosed,0.00159
629.0,1.0,MS,5,Chaff,exposed,0.000253030428571
630.0,1.0,MS,1,Internode,exposed,0.000340714285714
630.0,1.0,MS,1,Internode,enclosed,0.001129
630.0,1.0,MS,1,Lamina,exposed,0.00346
630.0,1.0,MS,1,Sheath,exposed,0.0006
630.0,1.0,MS,2,Internode,enclosed,0.0004
630.0,1.0,MS,2,Lamina,exposed,0.0034
630.0,1.0,MS,2,Sheath,exposed,0.0005
630.0,1.0,MS,3,Internode,enclosed,0.00025
630.0,1.0,MS,3,Lamina,exposed,0.00162596571429
630.0,1.0,MS,3,Sheath,exposed,0.0003232
630.0,1.0,MS,4,Peduncle,exposed,0.000810959
630.0,1.0,MS,4,Peduncle,enclosed,0.00159
630.0,1.0,MS,5,Chaff,exposed,0.000252344714286
631.0,1.0,MS,1,Internode,exposed,0.00034
631.0,1.0,MS,1,Internode,enclosed,0.001129
631.0,1.0,MS,1,Lamina,exposed,0.00346
631.0,1.0,MS,1,Sheath,exposed,0.0006
631.0,1.0,MS,2,Internode,enclosed,0.0004
631.0,1.0,MS,2,Lamina,exposed,0.0034
631.0,1.0,MS,2,Sheath,exposed,0.0005
631.0,1.0,MS,3,Internode,enclosed,0.00025
631.0,1.0,MS,3,Lamina,exposed,0.00162215
631.0,1.0,MS,3,Sheath,exposed,0.0003232
631.0,1.0,MS,4,Peduncle,exposed,0.000810959
631.0,1.0,MS,4,Peduncle,enclosed,0.00159
631.0,1.0,MS,5,Chaff,exposed,0.000251659
632.0,1.0,MS,1,Internode,exposed,0.000339428571429
632.0,1.0,MS,1,Internode,enclosed,0.001129
632.0,1.0,MS,1,Lamina,exposed,0.00346
632.0,1.0,MS,1,Sheath,exposed,0.0006
632.0,1.0,MS,2,Internode,enclosed,0.0004
632.0,1.0,MS,2,Lamina,exposed,0.0034
632.0,1.0,MS,2,Sheath,exposed,0.0005
632.0,1.0,MS,3,Internode,enclosed,0.00025
632.0,1.0,MS,3,Lamina,exposed,0.00161828714286
632.0,1.0,MS,3,Sheath,exposed,0.0003232
632.0,1.0,MS,4,Peduncle,exposed,0.000810959
632.0,1.0,MS,4,Peduncle,enclosed,0.00159
632.0,1.0,MS,5,Chaff,exposed,0.000250981
633.0,1.0,MS,1,Internode,exposed,0.000338857142857
633.0,1.0,MS,1,Internode,enclosed,0.001129
633.0,1.0,MS,1,Lamina,exposed,0.00346
633.0,1.0,MS,1,Sheath,exposed,0.0006
633.0,1.0,MS,2,Internode,enclosed,0.0004
633.0,1.0,MS,2,Lamina,exposed,0.0034
633.0,1.0,MS,2,Sheath,exposed,0.0005
633.0,1.0,MS,3,Internode,enclosed,0.00025
633.0,1.0,MS,3,Lamina,exposed,0.00161442428571
633.0,1.0,MS,3,Sheath,exposed,0.0003232
633.0,1.0,MS,4,Peduncle,exposed,0.000810959
633.0,1.0,MS,4,Peduncle,enclosed,0.00159
633.0,1.0,MS,5,Chaff,exposed,0.000250303
634.0,1.0,MS,1,Internode,exposed,0.000338285714286
634.0,1.0,MS,1,Internode,enclosed,0.001129
634.0,1.0,MS,1,Lamina,exposed,0.00346
634.0,1.0,MS,1,Sheath,exposed,0.0006
634.0,1.0,MS,2,Internode,enclosed,0.0004
634.0,1.0,MS,2,Lamina,exposed,0.0034
634.0,1.0,MS,2,Sheath,exposed,0.0005
634.0,1.0,MS,3,Internode,enclosed,0.00025
634.0,1.0,MS,3,Lamina,exposed,0.00161056142857
634.0,1.0,MS,3,Sheath,exposed,0.0003232
634.0,1.0,MS,4,Peduncle,exposed,0.000810959
634.0,1.0,MS,4,Peduncle,enclosed,0.00159
634.0,1.0,MS,5,Chaff,exposed,0.000249625
635.0,1.0,MS,1,Internode,exposed,0.000337714285714
635.0,1.0,MS,1,Internode,enclosed,0.001129
635.0,1.0,MS,1,Lamina,exposed,0.00346
635.0,1.0,MS,1,Sheath,exposed,0.0006
635.0,1.0,MS,2,Internode,enclosed,0.0004
635.0,1.0,MS,2,Lamina,exposed,0.0034
635.0,1.0,MS,2,Sheath,exposed,0.0005
635.0,1.0,MS,3,Internode,enclosed,0.00025
635.0,1.0,MS,3,Lamina,exposed,0.00160669857143
635.0,1.0,MS,3,Sheath,exposed,0.0003232
635.0,1.0,MS,4,Peduncle,exposed,0.000810959
635.0,1.0,MS,4,Peduncle,enclosed,0.00159
635.0,1.0,MS,5,Chaff,exposed,0.000248947
636.0,1.0,MS,1,Internode,exposed,0.000337142857143
636.0,1.0,MS,1,Internode,enclosed,0.001129
636.0,1.0,MS,1,Lamina,exposed,0.00346
636.0,1.0,MS,1,Sheath,exposed,0.0006
636.0,1.0,MS,2,Internode,enclosed,0.0004
636.0,1.0,MS,2,Lamina,exposed,0.0034
636.0,1.0,MS,2,Sheath,exposed,0.0005
636.0,1.0,MS,3,Internode,enclosed,0.00025
636.0,1.0,MS,3,Lamina,exposed,0.00160283571429
636.0,1.0,MS,3,Sheath,exposed,0.0003232
636.0,1.0,MS,4,Peduncle,exposed,0.000810959
636.0,1.0,MS,4,Peduncle,enclosed,0.00159
636.0,1.0,MS,5,Chaff,exposed,0.000248269
637.0,1.0,MS,1,Internode,exposed,0.000336571428571
637.0,1.0,MS,1,Internode,enclosed,0.001129
637.0,1.0,MS,1,Lamina,exposed,0.00346
637.0,1.0,MS,1,Sheath,exposed,0.0006
637.0,1.0,MS,2,Internode,enclosed,0.0004
637.0,1.0,MS,2,Lamina,exposed,0.0034
637.0,1.0,MS,2,Sheath,exposed,0.0005
637.0,1.0,MS,3,Internode,enclosed,0.00025
637.0,1.0,MS,3,Lamina,exposed,0.00159897285714
637.0,1.0,MS,3,Sheath,exposed,0.0003232
637.0,1.0,MS,4,Peduncle,exposed,0.000810959
637.0,1.0,MS,4,Peduncle,enclosed,0.00159
637.0,1.0,MS,5,Chaff,exposed,0.000247591
638.0,1.0,MS,1,Internode,exposed,0.000336
638.0,1.0,MS,1,Internode,enclosed,0.001129
638.0,1.0,MS,1,Lamina,exposed,0.00346
638.0,1.0,MS,1,Sheath,exposed,0.0006
638.0,1.0,MS,2,Internode,enclosed,0.0004
638.0,1.0,MS,2,Lamina,exposed,0.0034
638.0,1.0,MS,2,Sheath,exposed,0.0005
638.0,1.0,MS,3,Internode,enclosed,0.00025
638.0,1.0,MS,3,Lamina,exposed,0.00159511
638.0,1.0,MS,3,Sheath,exposed,0.0003232
638.0,1.0,MS,4,Peduncle,exposed,0.000810959
638.0,1.0,MS,4,Peduncle,enclosed,0.00159
638.0,1.0,MS,5,Chaff,exposed,0.000246913
639.0,1.0,MS,1,Internode,exposed,0.000335285714286
639.0,1.0,MS,1,Internode,enclosed,0.001129
639.0,1.0,MS,1,Lamina,exposed,0.00346
639.0,1.0,MS,1,Sheath,exposed,0.0006
639.0,1.0,MS,2,Internode,enclosed,0.0004
639.0,1.0,MS,2,Lamina,exposed,0.0034
639.0,1.0,MS,2,Sheath,exposed,0.0005
639.0,1.0,MS,3,Internode,enclosed,0.00025
639.0,1.0,MS,3,Lamina,exposed,0.00159120571429
639.0,1.0,MS,3,Sheath,exposed,0.0003232
639.0,1.0,MS,4,Peduncle,exposed,0.000810959
639.0,1.0,MS,4,Peduncle,enclosed,0.00159
639.0,1.0,MS,5,Chaff,exposed,0.000246242571429
640.0,1.0,MS,1,Internode,exposed,0.000334571428571
640.0,1.0,MS,1,Internode,enclosed,0.001129
640.0,1.0,MS,1,Lamina,exposed,0.00346
640.0,1.0,MS,1,Sheath,exposed,0.0006
640.0,1.0,MS,2,Internode,enclosed,0.0004
640.0,1.0,MS,2,Lamina,exposed,0.0034
640.0,1.0,MS,2,Sheath,exposed,0.0005
640.0,1.0,MS,3,Internode,enclosed,0.00025
640.0,1.0,MS,3,Lamina,exposed,0.00158730142857
640.0,1.0,MS,3,Sheath,exposed,0.0003232
640.0,1.0,MS,4,Peduncle,exposed,0.000810959
640.0,1.0,MS,4,Peduncle,enclosed,0.00159
640.0,1.0,MS,5,Chaff,exposed,0.000245572142857
641.0,1.0,MS,1,Internode,exposed,0.000333857142857
641.0,1.0,MS,1,Internode,enclosed,0.001129
641.0,1.0,MS,1,Lamina,exposed,0.00346
641.0,1.0,MS,1,Sheath,exposed,0.0006
641.0,1.0,MS,2,Internode,enclosed,0.0004
641.0,1.0,MS,2,Lamina,exposed,0.0034
641.0,1.0,MS,2,Sheath,exposed,0.0005
641.0,1.0,MS,3,Internode,enclosed,0.00025
641.0,1.0,MS,3,Lamina,exposed,0.00158339714286
641.0,1.0,MS,3,Sheath,exposed,0.0003232
641.0,1.0,MS,4,Peduncle,exposed,0.000810959
641.0,1.0,MS,4,Peduncle,enclosed,0.00159
641.0,1.0,MS,5,Chaff,exposed,0.000244901714286
642.0,1.0,MS,1,Internode,exposed,0.000333142857143
642.0,1.0,MS,1,Internode,enclosed,0.001129
642.0,1.0,MS,1,Lamina,exposed,0.00346
642.0,1.0,MS,1,Sheath,exposed,0.0006
642.0,1.0,MS,2,Internode,enclosed,0.0004
642.0,1.0,MS,2,Lamina,exposed,0.0034
642.0,1.0,MS,2,Sheath,exposed,0.0005
642.0,1.0,MS,3,Internode,enclosed,0.00025
642.0,1.0,MS,3,Lamina,exposed,0.00157949285714
642.0,1.0,MS,3,Sheath,exposed,0.0003232
642.0,1.0,MS,4,Peduncle,exposed,0.000810959
642.0,1.0,MS,4,Peduncle,enclosed,0.00159
642.0,1.0,MS,5,Chaff,exposed,0.000244231285714
643.0,1.0,MS,1,Internode,exposed,0.000332428571429
643.0,1.0,MS,1,Internode,enclosed,0.001129
643.0,1.0,MS,1,Lamina,exposed,0.00346
643.0,1.0,MS,1,Sheath,exposed,0.0006
643.0,1.0,MS,2,Internode,enclosed,0.0004
643.0,1.0,MS,2,Lamina,exposed,0.0034
643.0,1.0,MS,2,Sheath,exposed,0.0005
643.0,1.0,MS,3,Internode,enclosed,0.00025
643.0,1.0,MS,3,Lamina,exposed,0.00157558857143
643.0,1.0,MS,3,Sheath,exposed,0.0003232
643.0,1.0,MS,4,Peduncle,exposed,0.000810959
643.0,1.0,MS,4,Peduncle,enclosed,0.00159
643.0,1.0,MS,5,Chaff,exposed,0.000243560857143
644.0,1.0,MS,1,Internode,exposed,0.000331714285714
644.0,1.0,MS,1,Internode,enclosed,0.001129
644.0,1.0,MS,1,Lamina,exposed,0.00346
644.0,1.0,MS,1,Sheath,exposed,0.0006
644.0,1.0,MS,2,Internode,enclosed,0.0004
644.0,1.0,MS,2,Lamina,exposed,0.0034
644.0,1.0,MS,2,Sheath,exposed,0.0005
644.0,1.0,MS,3,Internode,enclosed,0.00025
644.0,1.0,MS,3,Lamina,exposed,0.00157168428571
644.0,1.0,MS,3,Sheath,exposed,0.0003232
644.0,1.0,MS,4,Peduncle,exposed,0.000810959
644.0,1.0,MS,4,Peduncle,enclosed,0.00159
644.0,1.0,MS,5,Chaff,exposed,0.000242890428571
645.0,1.0,MS,1,Internode,exposed,0.000331
645.0,1.0,MS,1,Internode,enclosed,0.001129
645.0,1.0,MS,1,Lamina,exposed,0.00346
645.0,1.0,MS,1,Sheath,exposed,0.0006
645.0,1.0,MS,2,Internode,enclosed,0.0004
645.0,1.0,MS,2,Lamina,exposed,0.0034
645.0,1.0,MS,2,Sheath,exposed,0.0005
645.0,1.0,MS,3,Internode,enclosed,0.00025
645.0,1.0,MS,3,Lamina,exposed,0.00156778
645.0,1.0,MS,3,Sheath,exposed,0.0003232
645.0,1.0,MS,4,Peduncle,exposed,0.000810959
645.0,1.0,MS,4,Peduncle,enclosed,0.00159
645.0,1.0,MS,5,Chaff,exposed,0.00024222
646.0,1.0,MS,1,Internode,exposed,0.000330428571429
646.0,1.0,MS,1,Internode,enclosed,0.001129
646.0,1.0,MS,1,Lamina,exposed,0.00346
646.0,1.0,MS,1,Sheath,exposed,0.0006
646.0,1.0,MS,2,Internode,enclosed,0.0004
646.0,1.0,MS,2,Lamina,exposed,0.0034
646.0,1.0,MS,2,Sheath,exposed,0.0005
646.0,1.0,MS,3,Internode,enclosed,0.00025
646.0,1.0,MS,3,Lamina,exposed,0.00156377714286
646.0,1.0,MS,3,Sheath,exposed,0.0003232
646.0,1.0,MS,4,Peduncle,exposed,0.000810959
646.0,1.0,MS,4,Peduncle,enclosed,0.00159
646.0,1.0,MS,5,Chaff,exposed,0.000241547142857
647.0,1.0,MS,1,Internode,exposed,0.000329857142857
647.0,1.0,MS,1,Internode,enclosed,0.001129
647.0,1.0,MS,1,Lamina,exposed,0.00346
647.0,1.0,MS,1,Sheath,exposed,0.0006
647.0,1.0,MS,2,Internode,enclosed,0.0004
647.0,1.0,MS,2,Lamina,exposed,0.0034
647.0,1.0,MS,2,Sheath,exposed,0.0005
647.0,1.0,MS,3,Internode,enclosed,0.00025
647.0,1.0,MS,3,Lamina,exposed,0.00155977428571
647.0,1.0,MS,3,Sheath,exposed,0.0003232
647.0,1.0,MS,4,Peduncle,exposed,0.000810959
647.0,1.0,MS,4,Peduncle,enclosed,0.00159
647.0,1.0,MS,5,Chaff,exposed,0.000240874285714
648.0,1.0,MS,1,Internode,exposed,0.000329285714286
648.0,1.0,MS,1,Internode,enclosed,0.001129
648.0,1.0,MS,1,Lamina,exposed,0.00346
648.0,1.0,MS,1,Sheath,exposed,0.0006
648.0,1.0,MS,2,Internode,enclosed,0.0004
648.0,1.0,MS,2,Lamina,exposed,0.0034
648.0,1.0,MS,2,Sheath,exposed,0.0005
648.0,1.0,MS,3,Internode,enclosed,0.00025
648.0,1.0,MS,3,Lamina,exposed,0.00155577142857
648.0,1.0,MS,3,Sheath,exposed,0.0003232
648.0,1.0,MS,4,Peduncle,exposed,0.000810959
648.0,1.0,MS,4,Peduncle,enclosed,0.00159
648.0,1.0,MS,5,Chaff,exposed,0.000240201428571
649.0,1.0,MS,1,Internode,exposed,0.000328714285714
649.0,1.0,MS,1,Internode,enclosed,0.001129
649.0,1.0,MS,1,Lamina,exposed,0.00346
649.0,1.0,MS,1,Sheath,exposed,0.0006
649.0,1.0,MS,2,Internode,enclosed,0.0004
649.0,1.0,MS,2,Lamina,exposed,0.0034
649.0,1.0,MS,2,Sheath,exposed,0.0005
649.0,1.0,MS,3,Internode,enclosed,0.00025
649.0,1.0,MS,3,Lamina,exposed,0.00155176857143
649.0,1.0,MS,3,Sheath,exposed,0.0003232
649.0,1.0,MS,4,Peduncle,exposed,0.000810959
649.0,1.0,MS,4,Peduncle,enclosed,0.00159
649.0,1.0,MS,5,Chaff,exposed,0.000239528571429
650.0,1.0,MS,1,Internode,exposed,0.000328142857143
650.0,1.0,MS,1,Internode,enclosed,0.001129
650.0,1.0,MS,1,Lamina,exposed,0.00346
650.0,1.0,MS,1,Sheath,exposed,0.0006
650.0,1.0,MS,2,Internode,enclosed,0.0004
650.0,1.0,MS,2,Lamina,exposed,0.0034
650.0,1.0,MS,2,Sheath,exposed,0.0005
650.0,1.0,MS,3,Internode,enclosed,0.00025
650.0,1.0,MS,3,Lamina,exposed,0.00154776571429
650.0,1.0,MS,3,Sheath,exposed,0.0003232
650.0,1.0,MS,4,Peduncle,exposed,0.000810959
650.0,1.0,MS,4,Peduncle,enclosed,0.00159
650.0,1.0,MS,5,Chaff,exposed,0.000238855714286
651.0,1.0,MS,1,Internode,exposed,0.000327571428571
651.0,1.0,MS,1,Internode,enclosed,0.001129
